Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label
ولم تأت الجميل إلي سهوا,8,tarab,poem,0.96314,0.0049,low,0.214443,low
والورد لون الجراح,8,tarab,song,0.95538,0.007567,low,0.536217,mid
فسمعك منه يستمع النداء,8,tarab,poem,0.955569,0.000835,low,0.427882,mid
وأخرج منها..,8,tarab,poem,0.950857,0.088923,low,0.359849,mid
"لن أعود, كما ذهبت,",8,tarab,poem,0.96222,0.0,low,0.214271,low
فسلمت أخي,8,tarab,poem,0.975991,0.003356,low,0.498725,mid
وطوع يميننا قلم؟!,8,tarab,poem,0.954473,0.435662,mid,0.290215,low
لم نولد لنسأل...,8,tarab,poem,0.965912,0.0,low,0.386948,mid
فتوفي وذاك بعد الوفاة,8,tarab,poem,0.958436,0.061395,low,0.386236,mid
لم ينتبه أحد،,8,tarab,poem,0.967019,0.0,low,0.181663,low
وخسرت اخر جولة,8,tarab,song,0.952729,0.00097,low,0.523602,mid
لا خسروا عندهم ولا ربحوا,8,tarab,poem,0.958622,0.606697,mid,0.462337,mid
فانسجموا وعاشوا ويانا,8,tarab,song,0.95325,0.341887,mid,0.189704,low
فمنعت طرفي منه أن يتمتعا,8,tarab,poem,0.962146,0.0,low,0.232976,low
لا تراودني. وأنا هكذا هكذا : لن,8,tarab,poem,0.953374,0.009129,low,0.349505,mid
ورسموا هالعمر مشاوير,8,tarab,song,0.95562,0.770065,high,0.360269,mid
وتمضوا…,8,tarab,poem,0.966403,0.05931,low,0.303546,low
وحضرت مائدة الحياة فلم أجد,8,tarab,poem,0.966689,0.00754,low,0.165862,low
بازا فلم تؤثر الغرابا,8,tarab,poem,0.962722,0.012097,low,0.232594,low
ولا عيون منك قريبة ......,8,tarab,song,0.96611,0.307736,low,0.593924,mid
ولا أصغر,8,tarab,poem,0.95934,0.229263,low,0.952155,high
وينذرنا بويل بعد ويل,8,tarab,poem,0.950884,0.856312,high,0.221877,low
لن تحرق طفلا باسمي,8,tarab,song,0.974546,0.0,low,0.368696,mid
"أما أنا , فسأعرف كيف أعيدك",8,tarab,poem,0.952235,0.011581,low,0.418088,mid
سامحوني وارحموني ولا,8,tarab,poem,0.966329,0.344655,mid,0.586296,mid
فتقبلتها وقبلت منها,8,tarab,poem,0.970384,0.061513,low,0.713636,high
واعتذرت لنفسي: نسيتك فاخرج!,8,tarab,poem,0.968359,0.015555,low,0.335565,mid
وجاء عد ولم تعد ولم أعد,8,tarab,poem,0.970126,0.0,low,0.345896,mid
فلا أهلا ولا سهلا,8,tarab,poem,0.968591,0.009356,low,0.568982,mid
ولم يهو قردا في مثال غزال,8,tarab,poem,0.951971,0.084497,low,0.22466,low
ولم يتأخر,8,tarab,poem,0.972664,0.00142,low,0.404548,mid
لن أسافر..,8,tarab,poem,0.974347,0.000451,low,0.309916,low
ولا ننطر بكرة ليلية,8,tarab,song,0.961921,0.724242,high,0.541088,mid
وتعلما التفكير قبل أوان,8,tarab,poem,0.964397,0.002328,low,0.670132,high
‏وإذ انتهى,8,tarab,poem,0.952262,0.107547,low,0.289616,low
لا تتركينى وحدى لا تتركينى,8,tarab,song,0.957969,0.016701,low,0.470154,mid
و لا هعرف أعيش بعديك,8,tarab,song,0.970256,0.920393,high,0.625655,mid
ومشيت وما شفت وجهك بعد,8,tarab,song,0.96938,0.929771,high,0.552047,mid
وهانمشي المشوار,8,tarab,song,0.967277,0.684756,high,0.29608,low
لا تعجب السلطان..,8,tarab,poem,0.961908,0.04815,low,0.133928,low
وأسرق وقتا لكي يسرقوني من الوقت,8,tarab,song,0.958236,0.0,low,0.490339,mid
فتتابعت نعم الأمير سوابغا,8,tarab,poem,0.952462,0.122505,low,0.313747,low
واسكر صاح لا تصح,8,tarab,poem,0.963827,0.331851,mid,0.236641,low
وشيخا معه توأم,8,tarab,poem,0.952045,0.047823,low,0.181322,low
وقرأت لهما قصة ساندريللا...,8,tarab,poem,0.965716,0.004004,low,0.487529,mid
واقفا فاسمحوا ولا تحرموني,8,tarab,poem,0.974411,0.192094,low,0.259055,low
وتهطل الأمطار ..,8,tarab,poem,0.95851,0.008786,low,0.567923,mid
وهكذا فليصنع المفضل,8,tarab,poem,0.963756,0.0,low,0.235364,low
ثم ماذا ؟,8,tarab,poem,0.963439,0.0,low,0.123904,low
وتكشفت لك حالة عن غادر,8,tarab,poem,0.957837,0.0,low,0.297087,low
على غير قصد ولا مأرب,8,tarab,poem,0.954028,0.31023,low,0.641207,mid
لم أذكرها على سلو,8,tarab,poem,0.951777,0.077284,low,0.468692,mid
فلن أبوح باسمه حبيبي ...,8,tarab,poem,0.960527,0.017504,low,0.302858,low
فمت ولا تدري وماتت ولا أدري,8,tarab,poem,0.969333,0.184715,low,0.348793,mid
ورجعنا بطلنا,8,tarab,song,0.954901,0.750655,high,0.257116,low
وقائل لم لا ولم,8,tarab,poem,0.955928,0.001625,low,0.272553,low
بعد هلكي لا يضر,8,tarab,poem,0.95309,0.264152,low,0.316296,low
واستطاعت أن تخلق الأبطالا,8,tarab,poem,0.955211,0.0,low,0.239582,low
فقال له سليمان,8,tarab,poem,0.956698,0.0,low,0.651028,mid
وتبتديء من أول السطر..,8,tarab,poem,0.959126,0.26905,low,0.704306,high
فمشى الموت أمامي، ومشى الموت ورائي،,8,tarab,poem,0.957963,0.040549,low,0.348143,mid
وانا لحالي .. ولا احد جا على بالي,8,tarab,song,0.951569,0.876577,high,0.543759,mid
فالتفت الماء إلى الغزال,8,tarab,poem,0.964828,0.035142,low,0.40009,mid
لا تعدني بشيء,8,tarab,poem,0.953776,0.010951,low,0.557183,mid
و بعدك طال,8,tarab,song,0.961721,0.022553,low,0.530125,mid
زغيري وما بتعرف,8,tarab,song,0.955391,0.880771,high,0.662539,high
ومايهمكش عادي,8,tarab,song,0.967077,0.746375,high,0.325031,low
وبتعرفي,8,tarab,song,0.956957,0.94424,high,0.778479,high
وكذا الأهل وأصحاب لنا,8,tarab,poem,0.95361,0.274689,low,0.241166,low
وتخطى والشيخ بين يديه,8,tarab,poem,0.955563,0.167507,low,0.36377,mid
وصبحه من ليله أطول,8,tarab,poem,0.950625,0.221901,low,0.486721,mid
وإبليس غدا جارك,8,tarab,poem,0.95186,0.432758,mid,0.303088,low
ولا له علاقة بالناس ... أو,8,tarab,poem,0.956884,0.001777,low,0.581284,mid
فسار إلى زواره لاستلامه,8,tarab,poem,0.957459,0.0,low,0.1612,low
والصار يكفيني,8,tarab,song,0.963239,0.383944,mid,0.349903,mid
فلا تسأليني عنهما وسليبي,8,tarab,poem,0.96825,0.017882,low,0.249338,low
يفيدونك المال الكثير ولم تجد,8,tarab,poem,0.952555,0.070537,low,0.198726,low
فأجابت هذه أمنية,8,tarab,poem,0.967957,0.0,low,0.428144,mid
وأوقدته نارا لطبخ طعامي,8,tarab,poem,0.959472,0.010758,low,0.282839,low
وجيت في الوعد لكن,8,tarab,song,0.950092,0.303843,low,0.546984,mid
ولا قادر ننساك,8,tarab,song,0.959296,0.569961,mid,0.590151,mid
ثم صلاة الله والسلام,8,tarab,poem,0.95609,0.0,low,0.241745,low
"واستمتعوا بالمسك, والنساء, والريحان",8,tarab,poem,0.961586,0.06977,low,0.570714,mid
وجوعي،,8,tarab,poem,0.952852,0.347578,mid,0.318945,low
ودنوت منك فلم أجدك...,8,tarab,poem,0.967932,0.012527,low,0.178711,low
جدول لا ماء فيه,8,tarab,song,0.95582,0.000414,low,0.690187,high
فلنفترق أصدقاء,8,tarab,poem,0.960817,0.0,low,0.327046,low
وكيف ومحبوبي غريب مصغر,8,tarab,poem,0.952617,0.543388,mid,0.535264,mid
وفقدت كفا في الحياة,8,tarab,poem,0.952282,0.084672,low,0.466581,mid
لا الفرس !,8,tarab,poem,0.957837,0.092138,low,0.715128,high
حزين و لا سعيد ولا,8,tarab,song,0.959016,0.0312,low,0.705699,high
والمرة الأخيره,8,tarab,poem,0.961061,0.055876,low,0.670728,high
سيعود يعصف بالطيور .. وبالشجر,8,tarab,poem,0.962762,0.062115,low,0.179229,low
فقال : لن أمضي إلى الصحراء,8,tarab,poem,0.972756,0.0,low,0.417129,mid
لاتبعدي لاتسرحي,8,tarab,song,0.958415,0.435666,mid,0.450458,mid
وعقب الشهر ما ولى؟,8,tarab,poem,0.952403,0.618466,mid,0.359639,mid
واعطني مطلوبي,8,tarab,poem,0.961522,0.250495,low,0.433741,mid
لا تعتذر مني ولا بأعتذر لك,8,tarab,song,0.971327,0.367012,mid,0.617127,mid
.. والشكل لا شكل له,8,tarab,poem,0.95463,0.003405,low,0.425518,mid
وظفوني شغلوني من راتب لاتحرموني,8,tarab,song,0.956961,0.841431,high,0.521432,mid
و يسأل وينن و نقلو راحوا الحلوين,8,tarab,song,0.953765,0.815214,high,0.486704,mid
ثم انتهى..!,8,tarab,poem,0.969669,0.014534,low,0.168969,low
ولا بك,8,tarab,poem,0.951097,0.046755,low,0.340097,mid
فالليل ممل.. وطويل..,8,tarab,poem,0.955534,0.004326,low,0.549515,mid
وشوفوا بيقول علينا ايه,8,tarab,song,0.963486,0.941892,high,0.723738,high
فاطلب من الله النجاح,8,tarab,song,0.971644,0.0,low,0.408652,mid
ولا نتعاهد نواصل ..,8,tarab,song,0.964775,0.023859,low,0.284586,low
لا وقت لكم,8,tarab,poem,0.959932,0.002164,low,0.614034,mid
وشارع النيل وناس قاعدين,8,tarab,song,0.952388,0.764678,high,0.488841,mid
وكلامي يشبه للسكات,8,tarab,song,0.950576,0.071495,low,0.279705,low
ولم يعرفوا شكرا لها ولربها,8,tarab,poem,0.972278,0.009323,low,0.410161,mid
وتفاهموا في كل التفاصيل,8,tarab,song,0.954319,0.004183,low,0.681675,high
ونادت فلم تلق مني مجيبا,8,tarab,poem,0.95559,0.0,low,0.233239,low
لندا الأمير فلا يرد جوابي,8,tarab,poem,0.959756,0.005765,low,0.289899,low
وأبدلناهم بالدار دارا,8,tarab,poem,0.965204,0.003678,low,0.180433,low
فلم أقل أين هم وما فعلوا,8,tarab,poem,0.968373,0.0,low,0.537017,mid
وجرني هنالك واختبرني,8,tarab,poem,0.954976,0.182004,low,0.215837,low
- لم يسألني أحد !,8,tarab,poem,0.965104,0.0,low,0.499234,mid
وبذكراكم أغني,8,tarab,poem,0.954022,0.418559,mid,0.544774,mid
وأسمرا في رأسه أزرق,8,tarab,poem,0.952945,0.342632,mid,0.370433,mid
فتنشر في الجو عطر الزهور,8,tarab,poem,0.951799,0.0,low,0.466824,mid
فانثنى وراح,8,tarab,poem,0.95019,0.393674,mid,0.193224,low
واشرب شرابا لا نظير له,8,tarab,poem,0.965782,0.040798,low,0.299828,low
فكسرته!,8,tarab,song,0.966866,0.277069,low,0.349712,mid
وترسم ضعفي,8,tarab,song,0.951506,0.001698,low,0.222202,low
ها فاسمع مقالي,8,tarab,poem,0.952597,0.211826,low,0.515384,mid
فأطلق من مسدسه رصاصا,8,tarab,poem,0.967526,0.028944,low,0.367939,mid
فهل من لقاء معرض أو تحية,8,tarab,poem,0.955953,0.001366,low,0.225349,low
ومشيت..,8,tarab,song,0.957544,0.53924,mid,0.44253,mid
وطريق لا يؤدي بي إلى بيت ومرفأ,8,tarab,poem,0.954981,0.016824,low,0.276927,low
من مكان لا ولا زمن,8,tarab,poem,0.958893,0.22176,low,0.558356,mid
فتراسلا لا يحسنان كتابة,8,tarab,poem,0.960479,0.0,low,0.361195,mid
و أما السما يتغير لونها,8,tarab,song,0.96977,0.426987,mid,0.375548,mid
لا انسى انسى انسى,8,tarab,song,0.951627,0.26463,low,0.685648,high
وتألقت كالنجم عيناها,8,tarab,poem,0.950027,0.007543,low,0.21276,low
ومسهرني ليالي، ليالي,8,tarab,song,0.9549,0.185675,low,0.464705,mid
لاتصدقي لاتصدقي,8,tarab,song,0.957499,0.558894,mid,0.690396,high
ولم يربه ركوب البحر من خطر,8,tarab,poem,0.953689,0.0,low,0.290778,low
وانت قريب مني,8,tarab,song,0.954189,0.059939,low,0.720128,high
وانشاء الله خير في خير,8,tarab,song,0.955567,0.03281,low,0.395927,mid
وقلت لنفسي لا تراعي لأزمة,8,tarab,poem,0.960995,0.162964,low,0.436633,mid
باللحظ لا بيدي ولا بفمي,8,tarab,poem,0.959484,0.491336,mid,0.560716,mid
وشربوا يديك...,8,tarab,poem,0.970491,0.870436,high,0.612934,mid
ثم أوقفت حياتى والعمر,8,tarab,song,0.964397,0.182704,low,0.171757,low
وصلى إلهي ثم سلم دائما,8,tarab,poem,0.963715,0.024788,low,0.43827,mid
وضاعوا وراحوا ليالي,8,tarab,song,0.965842,0.31037,low,0.448095,mid
وهذا الحال لا يمضي,8,tarab,poem,0.951348,0.0,low,0.260627,low
وهكذا تفعل الرجال,8,tarab,poem,0.959463,0.0,low,0.179209,low
وسهرت الليل وميت ليل,8,tarab,song,0.952967,0.484951,mid,0.446039,mid
وانت تتعمد خطاك,8,tarab,song,0.956225,0.009339,low,0.34666,mid
وطلبت أن أختار ماذا تلبسين,8,tarab,song,0.95302,0.009854,low,0.462677,mid
ولا لعبة الشعر..,8,tarab,poem,0.961209,0.030545,low,0.713014,high
ولا نامو عيوني,8,tarab,song,0.952254,0.609323,mid,0.597942,mid
ب غدا فلن تجد الجواب,8,tarab,poem,0.972521,0.063115,low,0.159373,low
و لا نخجل,8,tarab,poem,0.950901,0.003805,low,0.120186,low
وقلت لا آلوك معتذرا,8,tarab,poem,0.955396,0.078533,low,0.229318,low
وجرحت كلبي,8,tarab,song,0.960574,0.269741,low,0.307709,low
وبينهم درجات صعبة الدرج,8,tarab,poem,0.952157,0.20322,low,0.46259,mid
وليشرب الأكثر من كأسه,8,tarab,poem,0.964918,0.134022,low,0.595334,mid
مش هنقول ومش هنعيد,8,tarab,song,0.967753,0.986183,high,0.432787,mid
فلم أفد قط شيئا,8,tarab,poem,0.973365,0.002556,low,0.253096,low
وقالت والوشاح على يديها,8,tarab,poem,0.955604,0.023343,low,0.546815,mid
أسائله فلم يرجع جوابي,8,tarab,poem,0.963336,0.228978,low,0.477795,mid
وأبقى .. لا تفارقنا,8,tarab,song,0.963984,0.038151,low,0.36474,mid
وتطلع من زحاما,8,tarab,song,0.950749,0.463097,mid,0.356661,mid
وأبحر..,8,tarab,poem,0.959401,0.019156,low,0.314033,low
وبردو هو هو هفضل أقول و أعيد,8,tarab,song,0.954795,0.832232,high,0.364463,mid
والشذى والورود,8,tarab,poem,0.955934,0.000506,low,0.736392,high
"و حبيبي راح يرجعلي, يرجعلي",8,tarab,song,0.952879,0.927452,high,0.431731,mid
ولا قابلته ولا عرفته,8,tarab,song,0.969545,0.571837,mid,0.674699,high
فجاءت وهي باسمة,8,tarab,poem,0.964655,0.003551,low,0.415856,mid
لا نحتاج أكثر منه،,8,tarab,poem,0.962586,0.003484,low,0.679441,high
وأضاء العدل حتى لم تجد,8,tarab,poem,0.952912,0.0,low,0.177955,low
وينجبون أولادا متشابهين...,8,tarab,poem,0.957811,0.01009,low,0.368544,mid
وتقول لي:,8,tarab,poem,0.957,0.00822,low,0.501973,mid
ولم تمكنه من الإصغاء,8,tarab,poem,0.975472,0.0,low,0.190876,low
و من بعدها ابدا الرحيل,8,tarab,song,0.954495,0.0,low,0.524534,mid
واخبر ولا تصحب من ال,8,tarab,poem,0.95721,0.016814,low,0.244492,low
شكرا محمد نشكرك ثم نشكرك,8,tarab,song,0.953804,0.000851,low,0.611739,mid
واركبوا بحري،,8,tarab,poem,0.95974,0.35168,mid,0.532766,mid
فقال لي:,8,tarab,poem,0.97503,0.0,low,0.412875,mid
لا أنت تصرفني ولا أنا أدخل,8,tarab,poem,0.968311,0.596669,mid,0.831528,high
ولا تقدر تخلق خط ولون,8,tarab,song,0.963897,0.662529,high,0.523986,mid
ولا قلتم ولا قلنا,8,tarab,poem,0.972537,0.026633,low,0.769242,high
ولم أعاملك على طريقة رامبو.. وزوربا..,8,tarab,poem,0.957332,0.104467,low,0.44049,mid
ولا العيون,8,tarab,song,0.954552,0.202789,low,0.869814,high
فريسة فهو يرعاها ولم ينم,8,tarab,poem,0.95862,0.007264,low,0.149929,low
فلا أنتما مني ولا أنا منكما,8,tarab,poem,0.963377,0.015094,low,0.598591,mid
فيسحب الفرع ثعبانا فتضطرب,8,tarab,poem,0.959495,0.204788,low,0.165597,low
ويسألون القتلى عن الطريق,8,tarab,poem,0.952901,0.0,low,0.606293,mid
ولم يدع دار دارا,8,tarab,poem,0.962247,0.0,low,0.137947,low
ثم رقصت وغنيت حتى أصبت,8,tarab,poem,0.954784,0.001581,low,0.174712,low
ولا الملوك ولا أبناء أبناء,8,tarab,poem,0.966547,0.249823,low,0.44804,mid
فبنى عليه فانهدم,8,tarab,poem,0.950861,0.171652,low,0.428126,mid
والألوان لا لون لها..,8,tarab,poem,0.965672,0.0,low,0.716164,high
فلا تسألي عن حال دارك وانظري,8,tarab,poem,0.960265,0.011839,low,0.240518,low
وأنعمي بحضور,8,tarab,poem,0.953159,0.346432,mid,0.149256,low
وقبلتني مثلها قبلة,8,tarab,poem,0.956792,0.076734,low,0.163893,low
فأصغي ، وأسمع من لا مكان,8,tarab,poem,0.954714,0.060885,low,0.684653,high
ولا فرق بيني في الكلام وبينهم,8,tarab,poem,0.951314,0.003489,low,0.626821,mid
ولم أفقد الأوطان حتى رحلتم,8,tarab,poem,0.957656,0.0,low,0.35019,mid
وفي الختام،,8,tarab,poem,0.96189,0.0,low,0.299067,low
والشاطىء الرملي ص,8,tarab,poem,0.951622,0.061866,low,0.603506,mid
وقهربالعيون  مانعرفش ننام,8,tarab,song,0.957454,0.854888,high,0.368141,mid
قولنا مرحبا شي لا تطلبه,8,tarab,song,0.952689,0.381046,mid,0.707704,high
واشربوا ماء الحياة,8,tarab,poem,0.964169,0.012564,low,0.554203,mid
فقلت وما الدليل فقال هذا,8,tarab,poem,0.965476,0.0,low,0.461717,mid
والوجه زبرقان,8,tarab,poem,0.960021,0.374882,mid,0.608877,mid
ثم دعاني لاكتشاف النهار.,8,tarab,poem,0.962547,0.0,low,0.190983,low
فقال لي بستانكم جنة,8,tarab,poem,0.962394,0.027986,low,0.484872,mid
و البقرة تنادي,8,tarab,song,0.956696,0.009023,low,0.150243,low
لن نلتقي ..,8,tarab,poem,0.970331,0.0,low,0.280435,low
و الأعشاب والزهر...,8,tarab,poem,0.959961,0.001561,low,0.704702,high
ولا يهمك كلشي,8,tarab,song,0.954953,0.68974,high,0.648323,mid
ومات أبطالهم جياعا,8,tarab,poem,0.951278,0.11833,low,0.267791,low
