Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
عدم مساعدة المحتاج ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.261313,low,0.57897,mid,,,,,,,,,,,
هز الحاكم رأسه قائلا : حسنا . .,8,barec,,1.0,0.005326,low,0.274892,low,,,,,,,,,,,
"فجميع الأشجار مختلفة الأطوال والأشكال , كما تعلمون ,",8,barec,,1.0,0.0,low,0.33775,mid,,,,,,,,,,,
"ولا علاقة لنا بهذه الحرب ,",8,barec,,1.0,0.0,low,0.469671,mid,,,,,,,,,,,
ونزع سير كاي العباءة ليري أباه السيف البراق .,8,barec,,1.0,0.001093,low,0.209793,low,,,,,,,,,,,
اذهبوا وبيعوها !,8,barec,,1.0,0.478412,mid,0.203215,low,,,,,,,,,,,
فطأطأ الملك للغزالة,8,barec,,1.0,0.208177,low,0.310781,low,,,,,,,,,,,
كم أجرة التاكسي حتى هذا الفندق ؟,8,barec,,1.0,0.0,low,0.581445,mid,,,,,,,,,,,
يمكن أن يؤثر التواصل الاجتماعي على الأفراد وذلك من خلال التليفون .,8,barec,,1.0,0.0,low,0.597576,mid,,,,,,,,,,,
مساعدة الجيران في حمل أغراضهم من . . . . . . . . ( أ ) حقي ( ب ) واجبي ( ج ) عمل تطوعي ( د ) وظيفة,8,barec,,1.0,0.138173,low,0.490544,mid,,,,,,,,,,,
لم نتشرف بمعرفتك بعد !,8,barec,,1.0,0.0,low,0.11959,low,,,,,,,,,,,
"والدوحة هي الشجرة العظيمة ,",8,barec,,1.0,0.00492,low,0.564383,mid,,,,,,,,,,,
يجول بنا كي نتعلم,8,barec,,1.0,0.05043,low,0.19094,low,,,,,,,,,,,
"أقرأ , وأستنتج , ثم أصل بين النص الشرعي وسبب انشراح الصدر :",8,barec,,1.0,0.0,low,0.353922,mid,,,,,,,,,,,
سأريكم بطولتي,8,barec,,1.0,0.031006,low,0.33171,mid,,,,,,,,,,,
ثم سقطت قطرة أخرى .,8,barec,,1.0,0.0,low,0.234838,low,,,,,,,,,,,
وفي مركز العصابة . . .,8,barec,,1.0,0.019877,low,0.605822,mid,,,,,,,,,,,
حلفت . . ثم نسيت,8,barec,,1.0,0.272926,low,0.274045,low,,,,,,,,,,,
والبوصلة ؟,8,barec,,1.0,0.000507,low,0.548297,mid,,,,,,,,,,,
والخيار خضار,8,barec,,1.0,0.253784,low,0.695928,high,,,,,,,,,,,
""" وفي البداية , لم يفهم أحمد النشار وصبيه ماذا حدث ,",8,barec,,1.0,0.034599,low,0.369122,mid,,,,,,,,,,,
وهي الشحاذ والطريق ؛,8,barec,,1.0,0.007666,low,0.354938,mid,,,,,,,,,,,
أنهي واجباتي ثم أذهب إلى النادي : .,8,barec,,1.0,0.007724,low,0.293027,low,,,,,,,,,,,
"وصاح محدقا إلي عبر الطاولة : "" أليس هذا ما يحدث دائما ؟",8,barec,,1.0,0.216749,low,0.266085,low,,,,,,,,,,,
أنا لا أعرف لماذا هذا مضحك .,8,barec,,1.0,0.0,low,0.537907,mid,,,,,,,,,,,
إنه عصر غير مسبوق في تطور الإنسانية .,8,barec,,1.0,0.0,low,0.35315,mid,,,,,,,,,,,
"خضعت لسلطان المدرسة وما درست فيها ,",8,barec,,1.0,0.378942,mid,0.370871,mid,,,,,,,,,,,
"وتناقل أناس من المجتمع كلام ابن سلول ,",8,barec,,1.0,0.0,low,0.409225,mid,,,,,,,,,,,
أخلصها ( جعلها خالصة ) .,8,barec,,1.0,0.079751,low,0.285278,low,,,,,,,,,,,
فاستأجر أراض أخرى ليزرع المزيد من القمح . .,8,barec,,1.0,0.0,low,0.411138,mid,,,,,,,,,,,
وتضاحك الشباب . .,8,barec,,1.0,0.02397,low,0.298963,low,,,,,,,,,,,
أي من الأعداد التالية يمثل عددا فرديا ( أ ) 56 ( ب ) 55 ( ج ) 34 ( د ) 30,8,barec,,1.0,0.0,low,0.69106,high,,,,,,,,,,,
وعلاقة كرة الإمارات بكأس أمم آسيا طويلة وطيبة .,8,barec,,1.0,0.004296,low,0.466248,mid,,,,,,,,,,,
أتعلم من هذا الدرس أن : # _ _ #,8,barec,,1.0,0.001825,low,0.791617,high,,,,,,,,,,,
ثم انتقلت ليسينغ إلى لندن عام 1949 وبدأت عملها بالكتابة هناك .,8,barec,,1.0,0.0,low,0.521363,mid,,,,,,,,,,,
من الواجب شراء المنتجات المستوردة ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.265494,low,0.626524,mid,,,,,,,,,,,
الخطوة الأولى : 18 / فبراير / 1968 م .,8,barec,,1.0,0.0,low,0.747144,high,,,,,,,,,,,
تطوان - المغرب,8,barec,,1.0,0.00075,low,0.875087,high,,,,,,,,,,,
مسابقات ماجد 1901,8,barec,,1.0,0.026039,low,0.793491,high,,,,,,,,,,,
بالتعاون مع مجموعتي :,8,barec,,1.0,0.0,low,0.51759,mid,,,,,,,,,,,
لا نريد أن نؤذي أحدا . .,8,barec,,1.0,0.0,low,0.306283,low,,,,,,,,,,,
"أستمع إلى القصة , ثم : أجيب شفويا :",8,barec,,1.0,0.096552,low,0.360166,mid,,,,,,,,,,,
يعرف كيف يجابه الأيام,8,barec,,1.0,0.042237,low,0.449991,mid,,,,,,,,,,,
لا . هل تحب الإبلاغ عنه ؟,8,barec,,1.0,0.0,low,0.649892,mid,,,,,,,,,,,
أنا لن أذهب !,8,barec,,1.0,0.0,low,0.221424,low,,,,,,,,,,,
"أجابت ديتا : "" لا يمكنه أن يفعل ذلك على الأرجح ؛ فهو جدها .",8,barec,,1.0,0.0,low,0.386334,mid,,,,,,,,,,,
وماذا حدث له ؟ !,8,barec,,1.0,0.0,low,0.239125,low,,,,,,,,,,,
وعلى كل حال ماذا يهمني أنا ؟,8,barec,,1.0,0.006368,low,0.419242,mid,,,,,,,,,,,
سوف يلاحقنا,8,barec,,1.0,0.0,low,0.095029,low,,,,,,,,,,,
"واستمتع أصدقاؤه باللعبة , واستمروا في ممارستها ,",8,barec,,1.0,0.015926,low,0.395559,mid,,,,,,,,,,,
"فهناك "" الرقة "" و "" دير الزور "" في سوريا , و "" كربلاء "" , و "" الحلة "" , و "" النجف "" في العراق .",8,barec,,1.0,0.019428,low,0.666612,high,,,,,,,,,,,
أستخدم مهاراتي لأتعلم,8,barec,,1.0,0.0,low,0.699273,high,,,,,,,,,,,
1240متر,8,barec,,1.0,0.047619,low,0.799142,high,,,,,,,,,,,
سأتحمل مسؤولية ذلك الطفل,8,barec,,1.0,0.0,low,0.325887,low,,,,,,,,,,,
ثم تولى التدريس فيه ابتداء من عام 1826 .,8,barec,,1.0,0.0,low,0.469486,mid,,,,,,,,,,,
وهل يفيد أن نسكبه بغزارة فجأة رغم فتحتها الضيقة ؟,8,barec,,1.0,0.00024,low,0.336925,mid,,,,,,,,,,,
- رد الثاني : أمير سوف يبيت معي .,8,barec,,1.0,0.117525,low,0.304326,low,,,,,,,,,,,
لنلق نظرة على نيرانه وابتسامة إلى عطوره ؛,8,barec,,1.0,0.023154,low,0.347681,mid,,,,,,,,,,,
ولم أبتذل في خدمة العلم مهجتي,8,barec,,1.0,0.002622,low,0.3313,mid,,,,,,,,,,,
وفجأة قال ( جحا ) لهم : - أريد أن أدعوكم جميعا اليوم إلى الغداء .,8,barec,,1.0,0.015412,low,0.406882,mid,,,,,,,,,,,
والصور الثلاث لكواكب عملاقة حول شموسها,8,barec,,1.0,0.045963,low,0.337103,mid,,,,,,,,,,,
لا أجيد الإنجليزية . هل ثمة من يتحدث اليابانية هنا ؟,8,barec,,1.0,0.0,low,0.265243,low,,,,,,,,,,,
. . . . . . مرحلة تبدأ فيها الضفادع بها حياتها ( أ ) الضفدع الصغير ( ب ) البيوض ( ج ) ابو ذنيبة,8,barec,,1.0,0.177653,low,0.693486,high,,,,,,,,,,,
وهدفنا هو فك تشابك تلك الكرة وحل خيوطها .,8,barec,,1.0,0.000581,low,0.24635,low,,,,,,,,,,,
وهذه الهجرات قد تمت ببطء شديد .,8,barec,,1.0,0.0,low,0.251683,low,,,,,,,,,,,
"أقارن بين حالة الأرض من خلال الأبيات في قائمة ( أ , ب ) :",8,barec,,1.0,0.0,low,0.707791,high,,,,,,,,,,,
أما النون فهو : الحوت .,8,barec,,1.0,0.086344,low,0.604428,mid,,,,,,,,,,,
"ثم يظهر بلباس فران وفي يده سلة فيها أرغفة ,",8,barec,,1.0,0.053891,low,0.297665,low,,,,,,,,,,,
فهي صفة محبوبة عند الله .,8,barec,,1.0,0.0,low,0.401638,mid,,,,,,,,,,,
يزكيهم,8,barec,,1.0,0.107548,low,0.177753,low,,,,,,,,,,,
رأيت أحد أقاربي يجالس شابا حسن الخلق هذا التصرف : ( أ ) صحيح ( ب ) غير صحيح,8,barec,,1.0,0.037034,low,0.528124,mid,,,,,,,,,,,
اللعبة لا تبرد ولا تمرض ؛,8,barec,,1.0,0.093686,low,0.399961,mid,,,,,,,,,,,
أبي ىزرع النباتات الطبية في حديقة المنزل . ( أ ) يعجبني ( ب ) لا يعجبني,8,barec,,1.0,0.496634,mid,0.574419,mid,,,,,,,,,,,
أتوقع : المفاسد المترتبة على دخول بيوت الآخرين دون استئذان .,8,barec,,1.0,0.0,low,0.401387,mid,,,,,,,,,,,
وكيف تهبط ؟,8,barec,,1.0,0.000755,low,0.286831,low,,,,,,,,,,,
فلم يجد شيئا !,8,barec,,1.0,0.0,low,0.163041,low,,,,,,,,,,,
فأنبهر بالجمال والسناء,8,barec,,1.0,0.0,low,0.234805,low,,,,,,,,,,,
تجمدت ملامح وجهه ووقف في مكانه لا يتزحزح . .,8,barec,,1.0,0.0,low,0.558007,mid,,,,,,,,,,,
تسارع الأبطال كالأسود لحماية وطنهم .,8,barec,,1.0,0.000313,low,0.389317,mid,,,,,,,,,,,
""" وعندما أعود من "" شيانجيانج سيكون بطريقه إلى منزل والده اللص",8,barec,,1.0,0.028286,low,0.286882,low,,,,,,,,,,,
"فقال رسول الله صلى الله عليه وسلم : ذاك أخي ,",8,barec,,1.0,0.0,low,0.678247,high,,,,,,,,,,,
وعلى الفور تقريبا أثبت سير كاي جدارته مرة أخرى .,8,barec,,1.0,0.09605,low,0.272174,low,,,,,,,,,,,
سوف أتنكر وأسمع ماذا يقولان . .,8,barec,,1.0,0.032342,low,0.273806,low,,,,,,,,,,,
لا يرتبها,8,barec,,1.0,0.113117,low,0.157527,low,,,,,,,,,,,
بعد نصف سنة بدون موضوع,8,barec,,1.0,0.038327,low,0.409921,mid,,,,,,,,,,,
"مصر , في ٢٤ ديسمبر سنة ١٩٠٨",8,barec,,1.0,0.038126,low,0.823303,high,,,,,,,,,,,
نورة : وأنا أريدها حمراء .,8,barec,,1.0,0.252095,low,0.516671,mid,,,,,,,,,,,
"فتناولت "" زهراء "" الرسالة وفضتها وقرأت فيها ما يلي :",8,barec,,1.0,0.004617,low,0.418638,mid,,,,,,,,,,,
"حمل روبسون لقب فارس منذ سنة 2002 حتى وفاته ,",8,barec,,1.0,0.0,low,0.613072,mid,,,,,,,,,,,
لا تتوقفين . .,8,barec,,1.0,0.036514,low,0.738389,high,,,,,,,,,,,
لا احد بعائلتي يتذكر,8,barec,,1.0,0.202532,low,0.582785,mid,,,,,,,,,,,
فهم كرماء . . ولن يرفضوا لك طلبا .,8,barec,,1.0,0.005191,low,0.372982,mid,,,,,,,,,,,
فهي تتمكن بالكاد من تحمل تكاليف طعام طفلتيها الأخريين .,8,barec,,1.0,0.0,low,0.260977,low,,,,,,,,,,,
وماذا يعني وصفها بصفات تقريبية ؟,8,barec,,1.0,2e-06,low,0.260732,low,,,,,,,,,,,
قال الملك : لا داعي للحراس معنا . .,8,barec,,1.0,0.010529,low,0.40989,mid,,,,,,,,,,,
ولم تتم برهنتها حتى الآن .,8,barec,,1.0,0.0,low,0.186341,low,,,,,,,,,,,
"وسأرسل بعد أسبوع من يصحبك إلينا ,",8,barec,,1.0,0.008246,low,0.337134,mid,,,,,,,,,,,
سوف أخرج,8,barec,,1.0,0.002967,low,0.179947,low,,,,,,,,,,,
ويهتم السكان بالدرجة الأولى بالزراعة وتربية الماشية .,8,barec,,1.0,0.008701,low,0.584983,mid,,,,,,,,,,,
فذهب يلقى أباه ويستأذنه في رحلة حول العالم .,8,barec,,1.0,0.0,low,0.383988,mid,,,,,,,,,,,
وواصل سيره . .,8,barec,,1.0,0.028827,low,0.329118,low,,,,,,,,,,,
أريده أن يساعدني في قص حشائش الحديقة,8,barec,,1.0,0.205691,low,0.335547,mid,,,,,,,,,,,
فالمرفأ جيد ؛,8,barec,,1.0,0.001791,low,0.288257,low,,,,,,,,,,,
"لم ييأس إبليس ,",8,barec,,1.0,0.0,low,0.359655,mid,,,,,,,,,,,
لا تلكمني في وجهي بشدة !,8,barec,,1.0,0.136331,low,0.206435,low,,,,,,,,,,,
لا تقتلني لا تطردني,8,barec,,1.0,0.044915,low,0.743424,high,,,,,,,,,,,
وقال للجني أنا أحكي لك حكاية أعجب من حكاية الاثنين,8,barec,,1.0,0.127173,low,0.31383,low,,,,,,,,,,,
وهم جميعا يجيدون عدة لغات .,8,barec,,1.0,0.0,low,0.48726,mid,,,,,,,,,,,
"وهو يوجد على شكل صخور تكونت تحت الأرض ,",8,barec,,1.0,0.0,low,0.317394,low,,,,,,,,,,,
"صرخ روبين : "" تنح جانبا حتى أمر . """,8,barec,,1.0,0.0,low,0.279626,low,,,,,,,,,,,
تنهدت الشمس تنهيدة عميقة .,8,barec,,1.0,0.159165,low,0.409317,mid,,,,,,,,,,,
مدير النادي طلبني لأمر هام .,8,barec,,1.0,0.016859,low,0.295401,low,,,,,,,,,,,
"فالرياضي يمارس اللعب , ولكن بمنتهى الجد .",8,barec,,1.0,0.005944,low,0.277567,low,,,,,,,,,,,
"وأولى الإصابات بالكوليرا بدأت تظهر "" .",8,barec,,1.0,0.03446,low,0.466433,mid,,,,,,,,,,,
أستخدم مهاراتي لأتعلم,8,barec,,1.0,0.0,low,0.699273,high,,,,,,,,,,,
موطن حار وجاف وأمطاره قليلة هو : ( أ ) الصحراء الحارة ( ب ) الغابة ( ج ) المحيط ( د ) الغابة المطرية,8,barec,,1.0,0.032382,low,0.617793,mid,,,,,,,,,,,
فما هي إلا حوادث يومي وأفكار ليلي .,8,barec,,1.0,0.137376,low,0.59699,mid,,,,,,,,,,,
تلميذ يذهب إلى المسجد ليتعلم قراءة القرآن وتجويده ( أ ) يعجبني ( ب ) لا يعجبني,8,barec,,1.0,0.0525,low,0.453417,mid,,,,,,,,,,,
ونشره يساعد على كثرة الوعي .,8,barec,,1.0,0.0,low,0.438899,mid,,,,,,,,,,,
"فأمسك بسكينة , وأزال الرصاص , وفتح الغطاء .",8,barec,,1.0,0.019742,low,0.385127,mid,,,,,,,,,,,
"أريد إجابة ولا إجابة ,",8,barec,,1.0,0.007288,low,0.442326,mid,,,,,,,,,,,
وأصدقائه,8,barec,,1.0,0.0,low,0.670586,high,,,,,,,,,,,
"ثم حدد أي الاحتمالات الأربعة هو الصواب , معللا اختيارك .",8,barec,,1.0,0.0,low,0.407637,mid,,,,,,,,,,,
ولنترك الحديث عنها الآن لتقرأوها بأنفسكم على صفحات ماجد وتحكموا عليها .,8,barec,,1.0,0.0,low,0.285518,low,,,,,,,,,,,
"سأتجاهل الرسالة , ولن أرد عليه .",8,barec,,1.0,0.0,low,0.422178,mid,,,,,,,,,,,
لا أدري,8,barec,,1.0,0.002994,low,0.45408,mid,,,,,,,,,,,
"وأمره أن يدفعه إلى عظيم البحرين ,",8,barec,,1.0,0.0,low,0.370502,mid,,,,,,,,,,,
"ويعتبر الناس هذه الوسائل كشيء جيد ,",8,barec,,1.0,0.0,low,0.396658,mid,,,,,,,,,,,
لا أريد واحدة ضخمة .,8,barec,,1.0,0.087886,low,0.434298,mid,,,,,,,,,,,
عند القيادة في الضباب يجب استخدام النور العالي . ( أ ) العبارة صحيحة ( ب ) العبارة خاطئة,8,barec,,1.0,0.002046,low,0.601792,mid,,,,,,,,,,,
وتؤثر هذه العادات سلبا على المجتمع,8,barec,,1.0,0.0,low,0.523537,mid,,,,,,,,,,,
"والطقس مشمس , ولديك وفرة من الطعام والشراب , ولديك ملابس جميلة ,",8,barec,,1.0,0.0,low,0.498531,mid,,,,,,,,,,,
لماذا اقترحت الأم على راشد أن يتلو آيات من القرآن الكريم ؟,8,barec,,1.0,0.0,low,0.642106,mid,,,,,,,,,,,
ثم : أستكمل الجدول الآتي بتحديد أسماء :,8,barec,,1.0,0.004272,low,0.357977,mid,,,,,,,,,,,
ولم يجد الفأر . .,8,barec,,1.0,0.002534,low,0.206792,low,,,,,,,,,,,
الأم : المهم الأمان والقوة والسعر المناسب .,8,barec,,1.0,0.0039,low,0.613686,mid,,,,,,,,,,,
أفسر المفردات القرآنية :,8,barec,,1.0,0.0,low,0.690399,high,,,,,,,,,,,
لا أحد من المفترض أن يتجاهل القانون,8,barec,,1.0,0.0,low,0.519615,mid,,,,,,,,,,,
فأنزل الله - تعالى :,8,barec,,1.0,0.0,low,0.652843,mid,,,,,,,,,,,
ونسمي هذا الباب ( النصيحة فضيلة ) . . . ؟,8,barec,,1.0,0.0,low,0.449359,mid,,,,,,,,,,,
"ومر شهر رمضان الكريم ,",8,barec,,1.0,0.0,low,0.408224,mid,,,,,,,,,,,
لن أصبر عليك أكثر من ذلك !,8,barec,,1.0,0.0,low,0.270191,low,,,,,,,,,,,
أولا : أملأ الفراغ بالكلمة المناسبة من الكلمات الآتية محاكيا المثال :,8,barec,,1.0,0.0,low,0.429309,mid,,,,,,,,,,,
لا يمكنني دعوته للسطح وأتركه لأذهب الى السوق,8,barec,,1.0,0.009892,low,0.217273,low,,,,,,,,,,,
"حملن على عربته بهذه الأشياء كخادمات له ,",8,barec,,1.0,0.009269,low,0.269198,low,,,,,,,,,,,
آخر كتاب إلهي أنزله الله تعالى : ( أ ) الإنجيل ( ب ) التوراة ( ج ) الزبور ( د ) القرآن الكريم,8,barec,,1.0,0.0,low,0.814498,high,,,,,,,,,,,
صاحت فيه أمه : < < لا صوت ولا حركة . .,8,barec,,1.0,0.148691,low,0.484431,mid,,,,,,,,,,,
لا تتحركي قبل أن أنتهي !,8,barec,,1.0,0.030806,low,0.422834,mid,,,,,,,,,,,
2 - ينطق صوت الحرف نطقا صحيحا .,8,barec,,1.0,0.000251,low,0.432711,mid,,,,,,,,,,,
ركعة . . أم ثلاث ؟,8,barec,,1.0,0.006294,low,0.687631,high,,,,,,,,,,,
سيكون هناك تأخير بسيط .,8,barec,,1.0,0.0,low,0.610369,mid,,,,,,,,,,,
الملائكة يأكلون الخبز ولا يأكلون اللحم ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.297845,low,0.658941,mid,,,,,,,,,,,
لم يسلم على الجار .,8,barec,,1.0,0.0,low,0.31628,low,,,,,,,,,,,
وللذباب دائما طنين,8,barec,,1.0,0.12438,low,0.622193,mid,,,,,,,,,,,
"وماذا صنعت "" بسبسة "" ؟",8,barec,,1.0,0.0,low,0.354578,mid,,,,,,,,,,,
ليس لدي أية فكرة .,8,barec,,1.0,0.000813,low,0.366942,mid,,,,,,,,,,,
واستجاب الأصدقاء لاقتراح زكي,8,barec,,1.0,0.002296,low,0.169429,low,,,,,,,,,,,
سوف أحضر واحدة في الحال .,8,barec,,1.0,0.170468,low,0.246569,low,,,,,,,,,,,
وكيف ينتقل من بقعة إلى أخرى ؟,8,barec,,1.0,0.00605,low,0.381029,mid,,,,,,,,,,,
"قم بتثبيته , وستظهر نسخة من رمز البرنامج على سطح المكتب .",8,barec,,1.0,0.0,low,0.444739,mid,,,,,,,,,,,
"وعند الوصول إلى إندونيسيا توجهنا إلى فندق في مدينة جاكرتا ,",8,barec,,1.0,0.0,low,0.758809,high,,,,,,,,,,,
فقلل وجود الطاقة في موقع العمل من تكاليف النقل .,8,barec,,1.0,0.0,low,0.410985,mid,,,,,,,,,,,
يرتبط التقدم الصناعي ارتباطا وثيقا في دورة الأعمال,8,barec,,1.0,0.0,low,0.518346,mid,,,,,,,,,,,
"قالت أم جميل في حذر : أخشى أن تسمع أمك ,",8,barec,,1.0,0.0,low,0.312718,low,,,,,,,,,,,
"فتراهم يستخدمون المبيدات من السموم الكيميائية , والعضوية .",8,barec,,1.0,0.218921,low,0.437131,mid,,,,,,,,,,,
الخطوة الثالثة : 18 / يوليو 1971 م .,8,barec,,1.0,0.0,low,0.750744,high,,,,,,,,,,,
"قال فوكستون : "" وأنا أيضا أتمنى ذلك بكل تأكيد .",8,barec,,1.0,0.0,low,0.46872,mid,,,,,,,,,,,
"أتأمل الصور , ثم أجيب شفويا .",8,barec,,1.0,0.132573,low,0.303648,low,,,,,,,,,,,
"وهم لا يأكلون ولا يشربون ولا ينامون ,",8,barec,,1.0,0.087177,low,0.691034,high,,,,,,,,,,,
ما ناتج العملية الحسابية : 80 - 20 - 10 ؟ ( أ ) 100 ( ب ) 50 ( ج ) 30 ( د ) 40,8,barec,,1.0,0.019134,low,0.73664,high,,,,,,,,,,,
حينما رأى العروق تحت جلدها,8,barec,,1.0,8.5e-05,low,0.231423,low,,,,,,,,,,,
وسقط بين الحياة والموت !,8,barec,,1.0,0.0,low,0.276307,low,,,,,,,,,,,
الأب : ادخرنا مبلغا مناسبا من النقود سيساعدنا على اختيار الأفضل .,8,barec,,1.0,0.0,low,0.528007,mid,,,,,,,,,,,
"قال : لا , قال : فاستأذن عليها .",8,barec,,1.0,0.0,low,0.713763,high,,,,,,,,,,,
وفجأة سقطت كرة من البيت المجاور !,8,barec,,1.0,0.038371,low,0.310198,low,,,,,,,,,,,
سأنفضها بسرعة !,8,barec,,1.0,0.00651,low,0.326295,low,,,,,,,,,,,
