Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
"وقبل ميلاد دولة الإمارات العربية المتحدة كانت المنطقة تسمى مشيخات الساحل العماني , ثم أطلق عليها الاستعمار ساحل القرصان , ثم تغير هذا الاسم ليصبح مشيخات الساحل المهادن .",14,0.000000,low,0.612911,mid
"ويقسم تاريخ الإمارات إلى ست مراحل رئيسية عبر العصور المتلاحقة , ولا ينفصل تاريخها عن تاريخ المنطقة حولها في مراحل عديدة منه .",12,0.000000,low,0.510188,mid
"وكان تاريخها مليئا بالأحداث والتطورات , تراوحت ما بين الحرب والسلام .",10,0.000000,low,0.511736,mid
ففي السلم كان لأساطيل سكان المنطقة وخبرتهم البحرية دور كبير في إنعاش التجارة بين الدول المطلة على المحيط الهندي من آسيا وأفريقيا وبين أوروبا عبر طرق التجارة المعهودة .,14,0.000000,low,0.509997,mid
ولكن يبدو أن هذا كان أيضا من مسببات الحروب في المنطقة .,10,0.000000,low,0.488391,mid
' = = ما قبل التاريخ = =,10,0.027398,low,0.763280,high
لأرض الإمارات العربية المتحدة تاريخ قديم .,10,0.000000,low,0.742534,high
وهي غنية بالآثار والدلائل التي تدل على الأهمية الإستراتيجية للحضارات المختلفة وتأثيرها على منطقة غرب آسيا .,14,0.000000,low,0.559981,mid
"ويوجد في الإمارات أكثر من 330 مبنى وموقع أثري وتراثي , يعود البعض منها إلى العصر الحجري , وتتكون أكثرها من مستوطنات ومدافن خاصة في المنطقة الساحلية .",14,0.000000,low,0.398602,mid
"عثر على آثار في عدة مناطق في أبوظبي , كما تم العثور في منطقة محمية من جزيرة مروح الغربية على آثار لحضارة تعود إلى حوالي 7 , 000 سنة ق . م . أي قبل قيام الحضارة الفرعونية في مصر بألفي عام على حد تعبير "" جريدة الشرق الأوسط "" .",14,0.000000,low,0.488743,mid
كما وجدت آثار بجزيرة دلما تعود إلى هذا العصر يقال بأنها كانت أقدم مستوطنة دائمة في المنطقة .,12,0.000000,low,0.483612,mid
' = = = العصر البرونزي = = =,14,0.071040,low,0.723265,high
"ظهرت في العصر البرونزي عدة حضارات بالمنطقة التي عرفت تاريخيا بإقليم عمان , الذي يشمل حاليا سلطنة عمان ودولة الإمارات العربية المتحدة , وتحديدا خلال الفترة الممتدة بين سنة 3200 ق . م و 1300 ق . م .",14,0.000000,low,0.601947,mid
"القليل يعرف عن هذه الحضارات , ولكن من الممكن تقسيم العصر البرونزي في المنطقة إلى ثلاث فترات : الأولى هي فترة حفيت وتقع بين سنة 3200 ق . م وسنة 2700 ق . م ,",15,0.005160,low,0.699204,high
وقد تم العثور على أدوات حجرية متعددة ورؤوس سيوف حادة ورقائق وصفائح معدنية وأنصال ومدي إضافة إلى مدافن جماعية على شكل مقابر فوق الأرض مشيدة من حجارة غير مصقولة في جبل حفيت وجبل أملح وكلها تعود إلى هذه الفترة .,14,0.000000,low,0.358612,mid
"الفترة الثانية من العصر البرونزي , هي فترة أم النار وتقع ما بين عام 2700 ق . م وسنة 2000 ق . م .",15,0.011753,low,0.661157,high
وقد تم اكتشاف آثار في جزيرة أم النار تشير إلى حضارة عريقة كانت مزدهرة على هذه الأرض تعرف بحضارة أم النار .,15,0.000000,low,0.541154,mid
"وكانت على ما يبدو على اتصال مع الحضارات والبلاد المجاورة , ومن بينها بلاد مابين النهرين ( العراق حاليا ) وحضارة وادي السند ( باكستان وشمال الهند حاليا ) حيث اكتشفت أواني فخارية ملونة كانت قد استوردت من هناك إلى المنطقة وهي تعود إلى ذلك الزمان .",14,0.000000,low,0.587989,mid
كما تم اكتشاف نماذج من قلاع في موقع هيلي والبدية وتل أبرق وكلبا وأم القيوين تعود إلى الفترة الممتدة بين سنة 2500 ق . م إلى 2000 ق . م أي للفترة نفسها .,14,0.022491,low,0.519891,mid
ويقال بأن الحضارة التي ازدهرت في هذه الحقبة انبثقت من حضارة أم النار وتمت تسميتها بهذا الاسم نسبة لوادي سوق الواقع في سلطنة عمان ما بين صحار ومدينة العين .,14,0.000000,low,0.493859,mid
وتم العثور على مدفن بالقطارة في مدينة العين تعود إلى هذه الفترة الزمنية .,10,0.001899,low,0.434960,mid
"أما منطقة شمل برأس الخيمة فقد تبين بأنها مركز مهم بهذه الحقبة الزمنية , إذ تم العثور على مقبرة وبقايا مستوطنة تعود لهذه الفترة .",14,0.000006,low,0.359522,mid
"وقد كان وادي سوق يعتبر في الستينات والسبعينات حقبة مظلمة في تاريخ المنطقة , غير أن الأبحاث والتنقيبات أثبتت بأنها لم تكن كذلك .",14,0.000000,low,0.385609,mid
"يعود تاريخ صناعة الزجاج إلى نحو سنة 3500 قبل الميلاد في بلاد الرافدين , ولكن من المحتمل أن يكونوا مقلدين لمنتجات زجاجية أقدم صنعت في مصر القديمة , حيث نشأت حقيقة تلك الحرفة المعقدة .",14,0.000000,low,0.405633,mid
ترجح بعض الدلائل الأثرية الأخرى أن أول زجاج حقيقي صنع في الساحل الشمالي لسوريا أو في بلاد الرافدين أو مصر .,14,0.000000,low,0.650271,mid
"أما أقدم القطع الزجاجية المعروفة , في منتصف الألفية الثانية قبل الميلاد , فكانت خرزات زجاجية , ربما وجدت بالمصادفة أثناء بعض عمليات صناعة المعادن ( كخبث ) أو خلال إنتاج الفاينس وهو مادة سيراميكية تشبه الزجاج كانت تصنع بطريقة مشابهة لعملية التزجيج .",15,0.000000,low,0.383266,mid
"عومل الزجاج كمادة فاخرة , وعلى ما يبدو , تسببت الكوارث التي حلت بالبشر في نهاية العصر البرونزي إلى توقف صناعته لفترة .",14,0.002544,low,0.428541,mid
"بدأ التطوير الأصلي لتقنيات صناعة الزجاج في جنوب آسيا سنة 1730 ق . م في الصين القديمة , ومع ذلك يبدو أن صناعة الزجاج بدأت في مراحل متأخرة , مقارنة بصناعة الخزف والصناعات المعدنية .",12,0.000000,low,0.515801,mid
"في الإمبراطورية الرومانية , انتشرت القطع الزجاجية في جميع أنحاء الإمبراطورية بين العامة وفي الصناعة والجنائز .",14,0.000000,low,0.537377,mid
كما وجد الزجاج الأنجلوساكسوني في إنجلترا في حفريات المواقع الاستيطانية والمقابر .,10,0.000000,low,0.365280,mid
"استخدم الزجاج في إنجلترا الانجلوسكسونية في صناعات متعددة شملت الأواني والخرز والنوافذ , وحتى في المجوهرات .",14,0.008939,low,0.572132,mid
' = = أصل صناعة الزجاج = =,11,0.004246,low,0.714454,high
"استخدم العديد من المجتمعات البشرية الزجاج الذي تواجد في الطبيعة , وخاصة السبج البركاني خلال العصر الحجري ليصنعوا منه أدوات قطع حادة الأطراف .",14,0.000000,low,0.442597,mid
"ونظرا لوجوده في مناطق محددة , كان يتداول تجاريا على نطاق واسع .",10,0.000000,low,0.364320,mid
"ولكن , يبدو من خلال الدلائل الأثرية أن أول زجاج حقيقي صنع في الساحل الشمالي لسوريا أو بلاد الرافدين أو مصر القديمة .",14,0.000000,low,0.617805,mid
"ونظرا لطبيعة المناخ المصري الذي يحافظ على الحفريات , فإن معظم الزجاج القديم الذي درس جيدا كان من مصر , على الرغم من أن بعضه قد يكون قد استورد من أماكن أخرى .",14,0.000000,low,0.435910,mid
